Date,Close
10/14/2015 16:00,40.72
10/15/2015 16:00,41.87
10/16/2015 16:00,42.22
10/19/2015 16:00,42.15
10/20/2015 16:00,41.74
10/21/2015 16:00,42.2
10/22/2015 16:00,43.5
10/23/2015 16:00,43.6
10/26/2015 16:00,43.61
10/27/2015 16:00,43.88
10/28/2015 16:00,44.76
10/29/2015 16:00,45.24
10/30/2015 16:00,44.8
11/2/2015 16:00,45.43
11/3/2015 16:00,45.51
11/4/2015 16:00,45.18
11/5/2015 16:00,45.18
11/6/2015 16:00,45.63
11/9/2015 16:00,45.05
11/10/2015 16:00,45.76
11/11/2015 16:00,45.07
11/12/2015 16:00,44.19
11/13/2015 16:00,43.96
11/16/2015 16:00,44.88
11/17/2015 16:00,44.77
11/18/2015 16:00,45.8
11/19/2015 16:00,45.73
11/20/2015 16:00,46.01
11/23/2015 16:00,45.44
11/24/2015 16:00,45.45
11/25/2015 16:00,45.41
11/27/2015 16:00,45.42
11/30/2015 16:00,44.92
12/1/2015 16:00,45.46
12/2/2015 16:00,45.22
12/3/2015 16:00,44.15
12/4/2015 16:00,45.3
12/7/2015 16:00,45.56
12/8/2015 16:00,45.55
12/9/2015 16:00,44.96
12/10/2015 16:00,45.31
12/11/2015 16:00,44.36
12/14/2015 16:00,44.81
12/15/2015 16:00,45.59
12/16/2015 16:00,46.05
12/17/2015 16:00,45.26
12/18/2015 16:00,43.7
12/21/2015 16:00,44.04
12/22/2015 16:00,44.48
12/23/2015 16:00,45.1
12/24/2015 16:00,45.1
12/28/2015 16:00,45.03
12/29/2015 16:00,45.82
12/30/2015 16:00,45.27
12/31/2015 16:00,44.91
1/4/2016 16:00,42.93
1/5/2016 16:00,42.92
1/6/2016 16:00,42.56
1/7/2016 16:00,41.54
1/8/2016 16:00,40.67
1/11/2016 16:00,40.73
1/12/2016 16:00,41.46
1/13/2016 16:00,40.28
1/14/2016 16:00,41.1
1/15/2016 16:00,40.54
1/19/2016 16:00,40.43
1/20/2016 16:00,39.96
1/21/2016 16:00,39.48
1/22/2016 16:00,40.03
1/25/2016 16:00,39.66
1/26/2016 16:00,40.16
1/27/2016 16:00,40.47
1/28/2016 16:00,36.71
1/29/2016 16:00,37.85
2/1/2016 16:00,38.45
2/2/2016 16:00,37.88
2/3/2016 16:00,38.02
2/4/2016 16:00,38.01
2/5/2016 16:00,37.41
2/8/2016 16:00,37.46
2/9/2016 16:00,37
2/10/2016 16:00,37.21
2/11/2016 16:00,36.34
2/12/2016 16:00,37.13
2/16/2016 16:00,37.99
2/17/2016 16:00,38.45
2/18/2016 16:00,38.31
2/19/2016 16:00,38.53
2/22/2016 16:00,39.16
2/23/2016 16:00,38.39
2/24/2016 16:00,39.2
2/25/2016 16:00,39.63
2/26/2016 16:00,39.52
2/29/2016 16:00,38.74
3/1/2016 16:00,39.33
3/2/2016 16:00,39.34
3/3/2016 16:00,38.82
3/4/2016 16:00,39.18
3/7/2016 16:00,39.18
3/8/2016 16:00,39.17
3/9/2016 16:00,39.28
3/10/2016 16:00,39.03
3/11/2016 16:00,40.37
3/14/2016 16:00,40.5
3/15/2016 16:00,39.9
3/16/2016 16:00,40.18
3/17/2016 16:00,40.29
3/18/2016 16:00,40.79
3/21/2016 16:00,40.76
3/22/2016 16:00,41.03
3/23/2016 16:00,40.78
3/24/2016 16:00,40.75
3/28/2016 16:00,40.88
3/29/2016 16:00,41.47
3/30/2016 16:00,41.65
3/31/2016 16:00,41.83
4/1/2016 16:00,42.19
4/4/2016 16:00,42.32
4/5/2016 16:00,42.04
4/6/2016 16:00,43.05
4/7/2016 16:00,42.61
4/8/2016 16:00,42.37
4/11/2016 16:00,42.48
4/12/2016 16:00,42.82
4/13/2016 16:00,43.35
4/14/2016 16:00,43.51
4/15/2016 16:00,43.41
4/18/2016 16:00,43.95
4/19/2016 16:00,43.85
4/20/2016 16:00,43.97
4/21/2016 16:00,43.88
4/22/2016 16:00,44.08
4/25/2016 16:00,44.01
4/26/2016 16:00,43.88
4/27/2016 16:00,43.83
4/28/2016 16:00,40.42
4/29/2016 16:00,38.9
5/2/2016 16:00,38.85
5/3/2016 16:00,38.55
5/4/2016 16:00,38.1
5/5/2016 16:00,38.5
5/6/2016 16:00,37.97
5/9/2016 16:00,37.98
5/10/2016 16:00,38.1
5/11/2016 16:00,38.01
5/12/2016 16:00,38
5/13/2016 16:00,37.6
5/16/2016 16:00,38.25
5/17/2016 16:00,37.71
5/18/2016 16:00,37.75
5/19/2016 16:00,37.24
5/20/2016 16:00,37.6
5/23/2016 16:00,37.37
5/24/2016 16:00,37.98
5/25/2016 16:00,38.68
5/26/2016 16:00,38.89
5/27/2016 16:00,39.3
5/31/2016 16:00,39.63
6/1/2016 16:00,39.5
6/2/2016 16:00,39.53
6/3/2016 16:00,39.18
6/6/2016 16:00,39.17
6/7/2016 16:00,38.93
6/8/2016 16:00,38.91
6/9/2016 16:00,38.87
6/10/2016 16:00,38.4
6/13/2016 16:00,37.86
6/14/2016 16:00,37.66
6/15/2016 16:00,37.43
6/16/2016 16:00,37.5
6/17/2016 16:00,37.39
6/20/2016 16:00,37.75
6/21/2016 16:00,37.73
6/22/2016 16:00,38.74
6/23/2016 16:00,39.63
6/24/2016 16:00,37.91
6/27/2016 16:00,36.95
6/28/2016 16:00,37.56
6/29/2016 16:00,38.57
6/30/2016 16:00,39.31
7/1/2016 16:00,39.54
7/5/2016 16:00,39.44
7/6/2016 16:00,40.83
7/7/2016 16:00,41.36
7/8/2016 16:00,41.89
7/11/2016 16:00,42.12
7/12/2016 16:00,42.47
7/13/2016 16:00,41.97
7/14/2016 16:00,42.28
7/15/2016 16:00,42.1
7/18/2016 16:00,42.09
7/19/2016 16:00,41.8
7/20/2016 16:00,42.65
7/21/2016 16:00,43.04
7/22/2016 16:00,43.17
7/25/2016 16:00,43.41
7/26/2016 16:00,43.6
7/27/2016 16:00,43.67
7/28/2016 16:00,44.45
7/29/2016 16:00,44.75
8/1/2016 16:00,45.29
8/2/2016 16:00,45.07
8/3/2016 16:00,44.95
8/4/2016 16:00,44.81
8/5/2016 16:00,45.26
8/8/2016 16:00,45.02
8/9/2016 16:00,45.08
8/10/2016 16:00,44.81
8/11/2016 16:00,45.05
8/12/2016 16:00,45.04
8/15/2016 16:00,45.15
8/16/2016 16:00,44.92
8/17/2016 16:00,44.68
8/18/2016 16:00,44.36
8/19/2016 16:00,44.24
8/22/2016 16:00,44.17
8/23/2016 16:00,43.9
8/24/2016 16:00,43.17
8/25/2016 16:00,42.84
8/26/2016 16:00,42.98
8/29/2016 16:00,43.25
8/30/2016 16:00,42.83
8/31/2016 16:00,42.02
9/1/2016 16:00,42.3
9/2/2016 16:00,42.09
9/6/2016 16:00,42.16
9/7/2016 16:00,41.9
9/8/2016 16:00,41.85
9/9/2016 16:00,41.01
9/12/2016 16:00,41.42
9/13/2016 16:00,40.64
9/14/2016 16:00,40.81
9/15/2016 16:00,41.12
9/16/2016 16:00,41.87
9/19/2016 16:00,41.68
9/20/2016 16:00,41.58
9/21/2016 16:00,41.92
9/22/2016 16:00,42.22
9/23/2016 16:00,42.19
9/26/2016 16:00,41.68
9/27/2016 16:00,42.33
9/28/2016 16:00,42.29
9/29/2016 16:00,41.44
9/30/2016 16:00,42.29
10/3/2016 16:00,42.55
10/4/2016 16:00,42.1
10/5/2016 16:00,42.74
10/6/2016 16:00,42.97
10/7/2016 16:00,42.97
10/10/2016 16:00,43.5
10/11/2016 16:00,41.16
10/12/2016 16:00,40.98
10/13/2016 16:00,40.98
10/14/2016 16:00,40.79
10/17/2016 16:00,40.59
10/18/2016 16:00,41.17
10/19/2016 16:00,40.01
10/20/2016 16:00,40.74
10/21/2016 16:00,40.5
10/24/2016 16:00,40.41
10/25/2016 16:00,40.19
10/26/2016 16:00,39.96
10/27/2016 16:00,40.29
10/28/2016 16:00,39.54
10/31/2016 16:00,39.24
11/1/2016 16:00,39.05
11/2/2016 16:00,38.7
11/3/2016 16:00,38.38
11/4/2016 16:00,39.09
11/7/2016 16:00,39.86
11/8/2016 16:00,39.83
11/9/2016 16:00,40.07
11/10/2016 16:00,40.61
11/11/2016 16:00,40.14
11/14/2016 16:00,39.2
11/15/2016 16:00,39.81
11/16/2016 16:00,39.95
11/17/2016 16:00,40.39
11/18/2016 16:00,39.84
11/21/2016 16:00,39.76
11/22/2016 16:00,38.1
11/23/2016 16:00,38.98
11/25/2016 16:00,39.16
11/28/2016 16:00,38.74
11/29/2016 16:00,38.73
11/30/2016 16:00,38.07
12/1/2016 16:00,37.6
12/2/2016 16:00,37.9
12/5/2016 16:00,38.43
12/6/2016 16:00,38.42
12/7/2016 16:00,38.48
12/8/2016 16:00,38.68
12/9/2016 16:00,39.2
12/12/2016 16:00,39.2
12/13/2016 16:00,39.44
12/14/2016 16:00,38.82
12/15/2016 16:00,38.93
12/16/2016 16:00,38.1
12/19/2016 16:00,38.34
12/20/2016 16:00,38.19
12/21/2016 16:00,38.24
12/22/2016 16:00,38.29
12/23/2016 16:00,38.42
12/27/2016 16:00,38.6
12/28/2016 16:00,38.22
12/29/2016 16:00,38.31
12/30/2016 16:00,38.41
1/3/2017 16:00,39.05
1/4/2017 16:00,39.36
1/5/2017 16:00,39.7
1/6/2017 16:00,40.78
1/9/2017 16:00,40.74
1/10/2017 16:00,41.29
1/11/2017 16:00,41.08
1/12/2017 16:00,40.72
1/13/2017 16:00,40.93
1/17/2017 16:00,40.9
1/18/2017 16:00,40.76
1/19/2017 16:00,40.4
1/20/2017 16:00,40.46
1/23/2017 16:00,40.34
1/24/2017 16:00,40.31
1/25/2017 16:00,40.31
1/26/2017 16:00,40.96
1/27/2017 16:00,41
1/30/2017 16:00,41.01
1/31/2017 16:00,41.77
2/1/2017 16:00,42.33
2/2/2017 16:00,42.75
2/3/2017 16:00,42.78
2/6/2017 16:00,42.43
2/7/2017 16:00,42.89
2/8/2017 16:00,42.4
2/9/2017 16:00,42.54
2/10/2017 16:00,42.74
2/13/2017 16:00,43.22
2/14/2017 16:00,43.65
2/15/2017 16:00,44
2/16/2017 16:00,44.2
2/17/2017 16:00,44.69
2/21/2017 16:00,45.01
2/22/2017 16:00,45.01
2/23/2017 16:00,45.4
2/24/2017 16:00,45.68
2/27/2017 16:00,45.46
2/28/2017 16:00,45.08
3/1/2017 16:00,45.59
3/2/2017 16:00,45.69
3/3/2017 16:00,45.25
3/6/2017 16:00,45.13
3/7/2017 16:00,45
3/8/2017 16:00,45.36
3/9/2017 16:00,45.63
3/10/2017 16:00,45.72
3/13/2017 16:00,45.53
3/14/2017 16:00,44.8
3/15/2017 16:00,45.32
3/16/2017 16:00,44.98
3/17/2017 16:00,45.19
3/20/2017 16:00,44.98
3/21/2017 16:00,44.8
3/22/2017 16:00,44.81
3/23/2017 16:00,44.77
3/24/2017 16:00,44.73
3/27/2017 16:00,44.7
3/28/2017 16:00,44.7
3/29/2017 16:00,44.67
3/30/2017 16:00,44.55
3/31/2017 16:00,44.41
4/3/2017 16:00,44.47
4/4/2017 16:00,44.18
4/5/2017 16:00,43.8
4/6/2017 16:00,43.67
4/7/2017 16:00,43.83
4/10/2017 16:00,43.59
4/11/2017 16:00,43.58
4/12/2017 16:00,43.48
4/13/2017 16:00,42.67
4/17/2017 16:00,43.31
4/18/2017 16:00,43.43
4/19/2017 16:00,43.59
4/20/2017 16:00,43.98
4/21/2017 16:00,43.53
4/24/2017 16:00,44.13
4/25/2017 16:00,43.76
4/26/2017 16:00,43.8
4/27/2017 16:00,43.65
4/28/2017 16:00,43.64
5/1/2017 16:00,43.48
5/2/2017 16:00,43.6
5/3/2017 16:00,43.72
5/4/2017 16:00,44.59
5/5/2017 16:00,44.64
5/8/2017 16:00,44.68
5/9/2017 16:00,44.67
5/10/2017 16:00,44.5
5/11/2017 16:00,43.86
5/12/2017 16:00,43.96
5/15/2017 16:00,44.04
5/16/2017 16:00,43.69
5/17/2017 16:00,43.08
5/18/2017 16:00,42.98
5/19/2017 16:00,43.16
5/22/2017 16:00,43.73
5/23/2017 16:00,43.68
5/24/2017 16:00,43.53
5/25/2017 16:00,43.95
5/26/2017 16:00,44.71
5/30/2017 16:00,45
5/31/2017 16:00,45.66
6/1/2017 16:00,46.1
6/2/2017 16:00,46.5
6/5/2017 16:00,46.62
6/6/2017 16:00,46.36
6/7/2017 16:00,46.56
6/8/2017 16:00,46.72
6/9/2017 16:00,47.29
6/12/2017 16:00,47.17
6/13/2017 16:00,47.46
6/14/2017 16:00,47.64
6/15/2017 16:00,48.12
6/16/2017 16:00,48.21
6/19/2017 16:00,48.89
6/20/2017 16:00,48.77
6/21/2017 16:00,48.57
6/22/2017 16:00,49.27
6/23/2017 16:00,49.08
6/26/2017 16:00,48.91
6/27/2017 16:00,48.67
6/28/2017 16:00,48.48
6/29/2017 16:00,48.73
6/30/2017 16:00,48.61
7/3/2017 16:00,48.71
7/5/2017 16:00,49
7/6/2017 16:00,47.94
7/7/2017 16:00,48.44
7/10/2017 16:00,48.23
7/11/2017 16:00,48.15
7/12/2017 16:00,48.43
7/13/2017 16:00,48.08
7/14/2017 16:00,48.91
7/17/2017 16:00,48.76
7/18/2017 16:00,48.74
7/19/2017 16:00,49.43
7/20/2017 16:00,50.85
7/21/2017 16:00,50.84
7/24/2017 16:00,50.8
7/25/2017 16:00,50.83
7/26/2017 16:00,50.4
7/27/2017 16:00,50.11
7/28/2017 16:00,49.61
7/31/2017 16:00,49.18
8/1/2017 16:00,49.15
8/2/2017 16:00,49.23
8/3/2017 16:00,49.16
8/4/2017 16:00,49.26
8/7/2017 16:00,49.3
8/8/2017 16:00,48.88
8/9/2017 16:00,48.77
8/10/2017 16:00,48.06
8/11/2017 16:00,48.54
8/14/2017 16:00,49.08
8/15/2017 16:00,48.82
8/16/2017 16:00,49.81
8/17/2017 16:00,49.29
8/18/2017 16:00,48.74
8/21/2017 16:00,48.88
8/22/2017 16:00,49.71
8/23/2017 16:00,49.64
8/24/2017 16:00,49.38
8/25/2017 16:00,49.35
8/28/2017 16:00,50.26
8/29/2017 16:00,50.15
8/30/2017 16:00,50.11
8/31/2017 16:00,50.94
9/1/2017 16:00,51.18
9/5/2017 16:00,51.03
9/6/2017 16:00,51.19
9/7/2017 16:00,51.49
9/8/2017 16:00,52.02
9/11/2017 16:00,52.45
9/12/2017 16:00,52.25
9/13/2017 16:00,52
9/14/2017 16:00,51.69
9/15/2017 16:00,51.76
9/18/2017 16:00,52.08
9/19/2017 16:00,51.41
9/20/2017 16:00,51.89
9/21/2017 16:00,51.43
9/22/2017 16:00,52.51
9/25/2017 16:00,52.61
9/26/2017 16:00,52.85
9/27/2017 16:00,52.15
9/28/2017 16:00,53.64
9/29/2017 16:00,53.36
10/2/2017 16:00,53.68
10/3/2017 16:00,53.75
10/4/2017 16:00,54.34
10/5/2017 16:00,54.92
10/6/2017 16:00,55
10/9/2017 16:00,54.66
10/10/2017 16:00,55.4
10/11/2017 16:00,54.44
10/12/2017 16:00,54.71
10/13/2017 16:00,54.65
10/16/2017 16:00,54.63
10/17/2017 16:00,55.06
10/18/2017 16:00,55.77
10/19/2017 16:00,56
10/20/2017 16:00,56.32
10/23/2017 16:00,56.08
10/24/2017 16:00,55.38
10/25/2017 16:00,55.49
10/26/2017 16:00,55.48
10/27/2017 16:00,55.37
10/30/2017 16:00,54.29
10/31/2017 16:00,54.23
11/1/2017 16:00,54
11/2/2017 16:00,54.37
11/3/2017 16:00,55.47
11/6/2017 16:00,55.01
11/7/2017 16:00,55.16
11/8/2017 16:00,55.25
11/9/2017 16:00,55.45
11/10/2017 16:00,54.8
11/13/2017 16:00,55.3
11/14/2017 16:00,55.01
11/15/2017 16:00,54.83
11/16/2017 16:00,55.54
11/17/2017 16:00,55.56
11/20/2017 16:00,55.29
11/21/2017 16:00,56.12
11/22/2017 16:00,55.8
11/24/2017 13:00,56.13
11/27/2017 16:00,56.15
11/28/2017 16:00,56.02
11/29/2017 16:00,55.58
11/30/2017 16:00,56.37
12/1/2017 16:00,55.98
12/4/2017 16:00,54.71
12/5/2017 16:00,54.79
12/6/2017 16:00,54.66
12/7/2017 16:00,54.69
12/8/2017 16:00,54.64
12/11/2017 16:00,54.94
12/12/2017 16:00,55.7
12/13/2017 16:00,55.06
12/14/2017 16:00,54.73
12/15/2017 16:00,55.5
12/18/2017 16:00,56.4
12/19/2017 16:00,56.8
12/20/2017 16:00,57.02
12/21/2017 16:00,56.93
12/22/2017 16:00,56.93
12/26/2017 16:00,57
12/27/2017 16:00,57.47
12/28/2017 16:00,57.46
12/29/2017 16:00,57.07
1/2/2018 16:00,58.79
1/3/2018 16:00,58.92
1/4/2018 16:00,58.82
1/5/2018 16:00,58.99
1/8/2018 16:00,58.82
1/9/2018 16:00,58.92
1/10/2018 16:00,58.83
1/11/2018 16:00,58.95
1/12/2018 16:00,58.84
1/16/2018 16:00,58.44
1/17/2018 16:00,58.99
1/18/2018 16:00,59.07
1/19/2018 16:00,59.31
1/22/2018 16:00,59.57
1/23/2018 16:00,59.23
1/24/2018 16:00,61.72
1/25/2018 16:00,63.22
1/26/2018 16:00,63.42
1/29/2018 16:00,63.31
1/30/2018 16:00,62.44
1/31/2018 16:00,62.16
2/1/2018 16:00,62.18
2/2/2018 16:00,61.69
2/5/2018 16:00,58.73
2/6/2018 16:00,58.86
2/7/2018 16:00,58.67
2/8/2018 16:00,56.27
2/9/2018 16:00,57.17
2/12/2018 16:00,57.41
2/13/2018 16:00,57.64
2/14/2018 16:00,58.28
2/15/2018 16:00,59.5
2/16/2018 16:00,60.17
2/20/2018 16:00,59.12
2/21/2018 16:00,58.99
2/22/2018 16:00,58.99
2/23/2018 16:00,59.71
2/26/2018 16:00,60.53
2/27/2018 16:00,60.55
2/28/2018 16:00,60.33
3/1/2018 16:00,58.79
3/2/2018 16:00,59.46
3/5/2018 16:00,60.37
3/6/2018 16:00,60.88
3/7/2018 16:00,61.29
3/8/2018 16:00,61.87
3/9/2018 16:00,63.6
3/12/2018 16:00,63.62
3/13/2018 16:00,63.2
3/14/2018 16:00,62.86
3/15/2018 16:00,62.59
3/16/2018 16:00,63.18
3/19/2018 16:00,62.26
3/20/2018 16:00,62.65
3/21/2018 16:00,62.42
3/22/2018 16:00,60.93
3/23/2018 16:00,59.5
3/26/2018 16:00,61.07
3/27/2018 16:00,60.28
3/28/2018 16:00,59.23
3/29/2018 16:00,59.92
4/2/2018 16:00,58.21
4/3/2018 16:00,59
4/4/2018 16:00,59.46
4/5/2018 16:00,59.86
4/6/2018 16:00,57.57
4/9/2018 16:00,58.22
4/10/2018 16:00,59.14
4/11/2018 16:00,58.45
4/12/2018 16:00,58.83
4/13/2018 16:00,58.49
4/16/2018 16:00,59.27
4/17/2018 16:00,59.8
4/18/2018 16:00,59.52
4/19/2018 16:00,59.88
4/20/2018 16:00,59.19
4/23/2018 16:00,58.84
4/24/2018 16:00,58.31
4/25/2018 16:00,58.65
4/26/2018 16:00,59.5
4/27/2018 16:00,59.56
4/30/2018 16:00,58.13
5/1/2018 16:00,58.82
5/2/2018 16:00,57.85
5/3/2018 16:00,57.93
5/4/2018 16:00,58.74
5/7/2018 16:00,59.32
5/8/2018 16:00,58.71
5/9/2018 16:00,59.4
5/10/2018 16:00,60.56
5/11/2018 16:00,61.26
5/14/2018 16:00,62.02
5/15/2018 16:00,60.54
5/16/2018 16:00,60.77
5/17/2018 16:00,61.06
5/18/2018 16:00,61.71
5/21/2018 16:00,62.11
5/22/2018 16:00,61.39
5/23/2018 16:00,61.84
5/24/2018 16:00,62.51
5/25/2018 16:00,62.37
5/29/2018 16:00,61.3
5/30/2018 16:00,62.07
5/31/2018 16:00,62.07
6/1/2018 16:00,62.41
6/4/2018 16:00,63.02
6/5/2018 16:00,63.03
6/6/2018 16:00,63.54
6/7/2018 16:00,63.18
6/8/2018 16:00,63.27
6/11/2018 16:00,63.13
6/12/2018 16:00,62.92
6/13/2018 16:00,62.63
6/14/2018 16:00,62.96
6/15/2018 16:00,62.91
6/18/2018 16:00,62.82
6/19/2018 16:00,62.34
6/20/2018 16:00,62.14
6/21/2018 16:00,61.75
6/22/2018 16:00,61.94
6/25/2018 16:00,60.77
6/26/2018 16:00,60.81
6/27/2018 16:00,60.49
6/28/2018 16:00,61.27
6/29/2018 16:00,60.99
7/2/2018 16:00,61
7/3/2018 13:00,60.81
7/5/2018 16:00,61.33
7/6/2018 16:00,62.16
7/9/2018 16:00,62.44
7/10/2018 16:00,62.81
7/11/2018 16:00,62.57
7/12/2018 16:00,62.74
7/13/2018 16:00,63.06
7/16/2018 16:00,61.78
7/17/2018 16:00,62.8
7/18/2018 16:00,64.75
7/19/2018 16:00,63.78
7/20/2018 16:00,63.32
7/23/2018 16:00,63.2
7/24/2018 16:00,64.4
7/25/2018 16:00,65.23
7/26/2018 16:00,65.66
7/27/2018 16:00,65.26
7/30/2018 16:00,65.17
7/31/2018 16:00,65.54
8/1/2018 16:00,64.78
8/2/2018 16:00,64.58
8/3/2018 16:00,65.23
8/6/2018 16:00,65.24
8/7/2018 16:00,64.74
8/8/2018 16:00,64.84
8/9/2018 16:00,64.64
8/10/2018 16:00,64.03
8/13/2018 16:00,63.43
8/14/2018 16:00,63.63
8/15/2018 16:00,63.47
8/16/2018 16:00,64.16
8/17/2018 16:00,64.72
8/20/2018 16:00,64.64
8/21/2018 16:00,64.75
8/22/2018 16:00,65.67
8/23/2018 16:00,65.83
8/24/2018 16:00,66.1
8/27/2018 16:00,66.84
8/28/2018 16:00,66.79
8/29/2018 16:00,67.13
8/30/2018 16:00,67.02
8/31/2018 16:00,66.84
9/4/2018 16:00,67.11
9/5/2018 16:00,66
9/6/2018 16:00,65.83
9/7/2018 16:00,66.21
9/10/2018 16:00,66.55
9/11/2018 16:00,66.6
9/12/2018 16:00,66.97
9/13/2018 16:00,68.5
9/14/2018 16:00,68.42
9/17/2018 16:00,67.67
9/18/2018 16:00,68.41
9/19/2018 16:00,68.5
9/20/2018 16:00,68.79
9/21/2018 16:00,69.05
9/24/2018 16:00,71.44
9/25/2018 16:00,72.2
9/26/2018 16:00,72.84
9/27/2018 16:00,73.02
9/28/2018 16:00,73.36
10/1/2018 16:00,74.12
10/2/2018 16:00,73.81
10/3/2018 16:00,72.04
10/4/2018 16:00,71.82
10/5/2018 16:00,71.58
10/8/2018 16:00,71.44
10/9/2018 16:00,71.29
10/10/2018 16:00,68.92
10/11/2018 16:00,68.38
10/12/2018 16:00,69.33
10/15/2018 16:00,68.7
10/16/2018 16:00,70.95
10/17/2018 16:00,70.23
10/18/2018 16:00,68.14
10/19/2018 16:00,67.59
10/22/2018 16:00,68.52
10/23/2018 16:00,68.57
10/24/2018 16:00,66.94
10/25/2018 16:00,67.67
10/26/2018 16:00,66.99
10/29/2018 16:00,67.31
10/30/2018 16:00,68
10/31/2018 16:00,68.94
11/1/2018 16:00,70.15
11/2/2018 16:00,70.19
11/5/2018 16:00,70.39
11/6/2018 16:00,70.96
11/7/2018 16:00,72.5
11/8/2018 16:00,72.96
11/9/2018 16:00,72.79
11/12/2018 16:00,70.56
11/13/2018 16:00,69.49
11/14/2018 16:00,69.41
11/15/2018 16:00,70.73
11/16/2018 16:00,72.04
11/19/2018 16:00,70.54
11/20/2018 16:00,69.06
